날짜,종가,시가,고가,저가,거래량,변동 %,log_price,12m_log_return,z_score
2015-05-01,1112.01,"1,077.34","1,115.54","1,075.86",,3.31%,7.013924467575848,0.08607248689458835,-0.7612710197229215
2015-06-01,1119.03,"1,113.35","1,128.40","1,097.40",,0.63%,7.020217517604028,0.1010278609962274,-0.9120062134580842
2015-07-01,1165.67,"1,119.41","1,175.14","1,115.14",,4.17%,7.061051307985116,0.1259240822071277,-1.1629351906935808
2015-08-01,1181.82,"1,167.15","1,208.37","1,155.69",,1.39%,7.074810902105658,0.15330065789118485,-1.4388636570426399
2015-09-01,1184.44,"1,182.97","1,209.18","1,158.06",,0.22%,7.07702536803136,0.11615595339973606,-1.064482234705617
2015-10-01,1140.16,"1,185.28","1,185.88","1,119.34",,-3.74%,7.038923882417471,0.06108299586864607,-0.5094019761577934
2015-11-01,1159.61,"1,140.66","1,175.78","1,127.15",,1.71%,7.055839020673649,0.04151895146348217,-0.31221600116218906
2015-12-01,1174.95,"1,160.59","1,192.05","1,152.02",,1.32%,7.068980872481357,0.07239087979872938,-0.6233741217792815
2016-01-01,1207.11,"1,175.94","1,221.42","1,175.09",,2.74%,7.095984351990553,0.09164697516217135,-0.8174562788329846
2016-02-01,1237.24,"1,208.11","1,246.00","1,181.12",,2.50%,7.120638371358435,0.11709121042726434,-1.0739086889205736
2016-03-01,1143.97,"1,238.24","1,239.49","1,134.59",,-7.54%,7.04225994781967,0.031957105823927634,-0.21584217292167646
2016-04-01,1143.83,"1,144.97","1,163.60","1,124.09",,-0.01%,7.04213755949886,0.060815883559805606,-0.5067097515869816
2016-05-01,1188.39,"1,145.10","1,194.58","1,132.83",,3.90%,7.080354728877856,0.06643026130200802,-0.5632970566534938
2016-06-01,1150.99,"1,189.74","1,196.15","1,140.67",,-3.15%,7.048377720586834,0.028160202982806304,-0.1775731947295971
2016-07-01,1110.89,"1,152.34","1,169.30","1,110.78",,-3.48%,7.012916774836836,-0.048134533148279424,0.5914013393432035
2016-08-01,1115.29,"1,111.45","1,128.96","1,089.35",,0.40%,7.016869739762859,-0.057941162342799224,0.6902423406768203
2016-09-01,1100.91,"1,116.30","1,134.24","1,086.06",,-1.29%,7.0038923895122585,-0.0731329785191015,0.8433606337373016
2016-10-01,1141.73,"1,101.80","1,149.74","1,098.95",,3.71%,7.04029993494212,0.0013760525246491184,0.09238421863257308
2016-11-01,1176.39,"1,142.73","1,187.36","1,127.81",,3.04%,7.07020570613368,0.014366685460030837,-0.03854835175645801
2016-12-01,1206.25,"1,177.80","1,214.82","1,156.40",,2.54%,7.095271652653196,0.026290780171838612,-0.15873128494726244
2017-01-01,1150.65,"1,206.85","1,212.45","1,147.79",,-4.61%,7.048082279073415,-0.04790207291713777,0.5890583730129252
2017-02-01,1136.39,"1,151.66","1,159.15","1,124.38",,-1.24%,7.035611850222907,-0.08502652113552855,0.9632356324033707
2017-03-01,1116.65,"1,137.80","1,161.67","1,106.47",,-1.74%,7.018088410666484,-0.024171537153186762,0.3498783376952976
2017-04-01,1136.87,"1,116.90","1,150.36","1,111.53",,1.81%,7.036034151241824,-0.006103408257035703,0.16776969293095603
2017-05-01,1118.65,"1,137.74","1,141.84","1,113.69",,-1.60%,7.019877880119085,-0.06047684875877035,0.7157995203612215
2017-06-01,1144.43,"1,119.65","1,148.98","1,115.15",,2.30%,7.042661975442634,-0.005715745144200035,0.16386243698268413
