,date,통계표,계정항목,금융기관 유형코드,단위,변환,value,log_yoy,credit_log_yoy_z
166,2016-11-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,920010.0,0.0872361033536162,-0.18586700056051408
167,2016-12-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,941176.0,0.07433815260444021,-0.3874552815782323
168,2017-01-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,907422.0,0.1212956975681152,0.34646679287566584
169,2017-02-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,843492.0,0.11561228450953642,0.2576379943267379
170,2017-03-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,970652.0,0.12312151629382306,0.37500339264434795
171,2017-04-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,958721.0,0.11768851314460349,0.2900883711100167
172,2017-05-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1045752.0,0.12664393952438147,0.43005704092335933
173,2017-06-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1014725.0,0.11732944419386016,0.28447630963181564
174,2017-07-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1052218.0,0.12738727071553946,0.4416749219314695
175,2017-08-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1064869.0,0.10897112091458894,0.15384005160715947
176,2017-09-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1046914.0,0.1592361162144158,0.9394558594906822
177,2017-10-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1012515.0,0.07538884913611277,-0.37103343970504316
178,2017-11-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1020223.0,0.10339197028456937,0.06664082074357305
179,2017-12-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1027173.0,0.0874354903779313,-0.18275068477744388
180,2018-01-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1029155.0,0.12588574413964615,0.4182068402785689
181,2018-02-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,903159.0,0.06834820000158182,-0.48107513422536496
182,2018-03-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1050166.0,0.07873551524972733,-0.31872678401193566
183,2018-04-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1072722.0,0.11235451788345685,0.20672079151835931
184,2018-05-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1136169.0,0.08292583299845901,-0.25323429080026616
185,2018-06-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1109461.0,0.08925667198041687,-0.15428656083980105
186,2018-07-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1177297.0,0.11232081571312946,0.20619404407490993
187,2018-08-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1173025.0,0.09673409541634292,-0.03741831051048152
188,2018-09-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1101236.0,0.050586396292375824,-0.7586829144955539
189,2018-10-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1172257.0,0.14649361568857522,0.7402971848434184
190,2018-11-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1132541.0,0.1044425499585806,0.08306083619212089
191,2018-12-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1151567.0,0.11431325500066869,0.23733483681152823
